NCESSCH,URL,SHARED_URL,NAME1516,ADDRESS1516
130123003896,http://099.clayton.k12.ga.us/,0,Elite Scholars Academy School," 5968 Maddox Rd , Morrow GA 30260.0 "
130123003687,http://198.clayton.k12.ga.us/,0,Unidos Dual Language School," 4475 Hendrix Dr , Forest Park GA 30297.0 "
350006000811,http://21stcenturypa.com/wp/,0,TWENTY-FIRST CENTURY," 6805 ACADEMY PARKWAY W NE , ALBUQUERQUE NM 87109.0 "
220019300944,http://42charterschool.org/,0,McDonogh 42 Charter School," 3019 Higgins Blvd. , New Orleans LA 70126.0 "
411167001641,http://a3school.org/,0,Academy of Arts and Academics," 615 Main St , Springfield OR 97477.0 "
40010601892,http://aaechighschools.com/,0,AAEC - Paradise Valley," 17811 North 32nd Street , Phoenix AZ 85032.0 "
490018601483,http://aaiutah.org/,0,AMERICAN ACADEMY OF INNOVATION," 5410 W South Jordan Parkway , SOUTH JORDAN UT 84009.0 "
80345001896,http://aak8.org/,0,AMERICAN ACADEMY," 6971 MIRA VISTA LANE , CASTLE PINES CO 80108.0 "
62703013064,http://ablecharter.net/,0,Humphreys College Academy of Business Law and Education," 6515 Inglewood Ave. , Stockton CA 95207.0 "
550039002880,http://abs.aasd.k12.wi.us/,0,Appleton Bilingual School," 913 N Oneida St , Appleton WI 54911.0 "
40885001510,http://aca.vail.k12.az.us/,0,Acacia Elementary School," 12955 E. Colossal Cave Road , Vail AZ 85641.0 "
390143005665,http://acabroadway.com/,0,Broadway Academy," 3398 E 55th St , Cleveland OH 44127.0 "
390152705773,http://acachapel.com/,0,Chapelside Cleveland Academy," 3845 E 131st St , Cleveland OH 44120.0 "
370038103322,http://acacharter.com/,0,Anderson Creek Academy," 4940 Ray Road , Spring Lake NC 28390.0 "
120018004318,http://academicvillage.pinescharter.net/,0,CITY/PEMBROKE PINES CHARTER HIGH SCHOOL," 17189 SHERIDAN ST , PEMBROKE PINES FL 33331.0 "
290001702753,http://academielafayette.org/,0,ACADEMIE LAFAYETTE-OAK," 6903 OAK , KANSAS CITY MO 64113.0 "
120039008218,http://academircharterschoolmiddle.com/,0,ACADEMIR CHARTER SCHOOL MIDDLE," 5800 SW 135TH AVE , MIAMI FL 33183.0 "
120039007540,http://academircharterschoolwest.com/,0,ACADEMIR CHARTER SCHOOL WEST," 14880 SW 26TH ST , MIAMI FL 33185.0 "
120039008481,http://academirpreparatoryacademy.com/,0,ACADEMIR PREPARATORY ACADEMY," 5800 SW 135TH AVE , MIAMI FL 33183.0 "
450153001020,http://academy.chester.schooldesk.net/,0,Academy for Teaching and Learning," 109 Hinton Street , Chester SC 29706.0 "
62271012622,http://academy.teachpublicschools.org/,0,TEACH Academy of Technologies," 10045 S. W.ern Ave. , Los Angeles CA 90047.0 "
40061302861,http://academyadventuresmidtown.com/,1,Academy Adventures Mid-town," 825 E. Ft. Lowell Rd. , Tucson AZ 85719.0 "
40081703191,http://academyadventuresmidtown.com/,1,Academy Adventures Midtown," 3025 N. Winstel , Tucson AZ 85716.0 "
40061303135,http://academyadventuresmidtown.com/,1,Academy Adventures Primary School," 3902 North Flowing Wells Road , Tucson AZ 85705.0 "
390059405085,http://academyartssciences.org/,0,Academy of Arts and Sciences," 4101 Leavitt Rd , Lorain OH 44053.0 "
80345000492,http://academycharter.org/,0,ACADEMY CHARTER SCHOOL," 1551 PRAIRIE HAWK DRIVE , CASTLE ROCK CO 80104.0 "
390018104705,http://acancoast.com/,0,Hope Academy Northcoast," 4310 E 71st St , Cleveland OH 44105.0 "
390004302979,http://acariverside.com/,0,Riverside Academy," 3280 River Rd , Cincinnati OH 45204.0 "
120144007952,http://accesscharterschool.org/,0,ACCESS CHARTER," 6000 E COLONIAL DR , ORLANDO FL 32807.0 "
260033004509,http://aceaofmidland.com/aboutus.html,0,Academic and Career Education Academy," 884 EAST ISABELLA RD , MIDLAND MI 48640.0 "
62927012465,http://acecharterhigh.org/,0,Architecture Construction & Engineering Charter High (ACE)," 570 Airport Way , Camarillo CA 93010.0 "
80336001764,http://acecommunitychallengeschool.org/,0,ACE COMMUNITY CHALLENGE SCHOOL," 948 SANTA FE DRIVE , DENVER CO 80204.0 "
350012801074,http://aceleadership.org/,0,ACE LEADERSHIP HIGH SCHOOL," 800 20TH ST NW , ALBUQUERQUE NM 87104.0 "
130042004176,http://acemacon.org/,0,Academy For Classical Education," 5665 New Forsyth Rd , Macon GA 31210.0 "
260096307974,http://achieveacademy.org/,0,Achieve Charter Academy," 3250 DENTON RD , CANTON MI 48188.0 "
120159003259,http://achievementacademy.com/,0,ACHIEVEMENT ACADEMY," 716 BELLA VISTA ST E , LAKELAND FL 33805.0 "
110007200473,http://achievementprep.org/,0,Achievement Preparatory PCS Elementary," 908 Wahler Pl SE , Washington DC 20032.0 "
180015402572,http://achievevirtual.org/,1,Indiana Achievement Academy,"4950 W 34th St, Indianapolis, IN 46224"
180017402599,http://achievevirtual.org/,1,The Mind Program High School," 109 East 19th Street , Indianapolis IN 46202.0 "
40032002227,http://acornmontessori.com/,1,Acorn Montessori Charter School," 8556 East Loos Drive , Prescott Valley AZ 86314.0 "
40032002576,http://acornmontessori.com/,1,Acorn Montessori Charter School  Inc. - West," 7555 E. Long Look Drive , Prescott Valley AZ 86314.0 "
40005700784,http://acyraz.org/,0,Arizona Call-a-Teen Center for Excellence," 649 North 6th Avenue , Phoenix AZ 85003.0 "
270040404790,http://addr.ws/summit-charter-school--minneapolis-us.html,0,SUMMIT CHARTER SCHOOL," 3109 50TH ST. E , MINNEAPOLIS MN 55417.0 "
220026802385,http://advantagecharteracademy.org/,0,Advantage Charter Academy," 14740 Plank Road , Baker LA 70714.0 "
63432011766,http://aeacms.org/,0,Albert Einstein Academy Charter Middle," 458 26th St. , San Diego CA 92102.0 "
120027004326,http://aes.citrusschools.org/,0,ACADEMY OF ENVIRON. SCIENCES," 12695 W FORT ISLAND TRL , CRYSTAL RIVER FL 34429.0 "
290060403209,http://afiakc.org/,0,ACADEMY FOR INTEGRATED ARTS," 7910 Troost Ave , Kansas City MO 64131.0 "
120018008405,http://agabroward.org/,1,AVANT GARDE ACADEMY K-8 BROWARD," 2025 MCKINLEY ST , HOLLYWOOD FL 33020.0 "
120147008377,http://agapleasanthill.org/,0,AVANT GARDE ACADEMY K8 OSCEOLA," 3540 PLEASANT HILL RD , KISSIMMEE FL 34746.0 "
320006000533,http://agassiprep.org/,0,Andre Agassi College Preparatory Academy," 1201 W. Lake Mead Blvd , Las Vegas NV 89106.0 "
420010100656,http://agcharter.org/,0,Avon Grove CS," 110 East State St , West Grove PA 19390.0 "
160016201044,http://ahcspatriots.us/,0,AMERICAN HERITAGE CHARTER SCHOOL," 1736 SOUTH 35TH WEST , IDAHO FALLS ID 83402.0 "
120039007841,http://aiecharterschool.org/,0,ACADEMY FOR INTERNATIONAL EDUCATION CHARTER SCHOOL," 1080 LABARON DR , MIAMI SPRINGS FL 33166.0 "
450072000940,http://aikenperformingartsacademy.yolasite.com/,1,Aiken Performing Arts Academy Charter," 130 Avery Lane , Aiken SC 29802.0 "
450072000682,http://aikenperformingartsacademy.yolasite.com/,1,Lloyd-Kennedy Charter," 130 Avery Lane , Aiken SC 29802.0 "
40082603303,http://airandspaceacademyaz.com/,1,DIGITAL TECHNOLOGY ACADEMY,"1250 W. Continental RD. , Green Valley AZ 85614.0"
40082603207,http://airandspaceacademyaz.com/,1,JACK THOMAN AIR AND SPACE ACADEMY AND PERFORMING ARTS STUDIO,"730 W. Calle Arroyo Sur , Green Valley AZ 85614.0"
40039302297,http://airandspaceacademyaz.com/,1,LIFELONG LEARNING ACADEMY,"3295 W. Orange Grove , Tucson AZ 85741.0"
490017201457,http://aisutah.org/,0,AMERICAN INTERNATIONAL SCHOOL OF UTAH," 4998 S. Galleria Drive , MURRAY UT 84123.0 "
350006000924,http://akcs.org/,0,ALICE KING COMMUNITY SCHOOL," 1905 MOUNTAIN RD NW , ALBUQUERQUE NM 87104.0 "
220020802071,http://akiliacademy.org/,0,Akili Academy of New Orleans," 3811 N. Galvez Street , New Orleans LA 70122.0 "
390015204764,http://akrondigitalacademy.org/,0,Akron Digital Academy," 133 Merriman Rd , Akron OH 44303.0 "
40004703031,http://ala.srpmic-ed.org/,0,Salt River Accelerated Learning Academy," 10000 East McDowell Road , Scottsdale AZ 85256.0 "
120003003534,http://alachualearningacademy.org/,1,ALACHUA LEARNING ACADEMY ELEMENTARY," 11100 W SR 235 , ALACHUA FL 32615.0 "
120003007954,http://alachualearningacademy.org/,1,ALACHUA LEARNING ACADEMY MIDDLE," 11100 W STATE ROAD 235 , ALACHUA FL 32615.0 "
40011203279,http://alaschools.org/,0,ALA San Tan," 34696 N Village Lane , San Tan Valley AZ 85142.0 "
220023600853,http://algierscharterschools.org/,0,Martin Behrman Charter Acad of Creative Arts & Sci," 715 Opelousas Avenue , New Orleans LA 70114.0 "
62949004554,http://alianza.pvusd.net/,0,Alianza Charter," 115 Casserly Rd. , Watsonville CA 95076.0 "
220117000903,http://alicemhartecharter.org/,0,Alice M. Harte Elementary Charter School," 4422 General Meyer Avenue , New Orleans LA 70131.0 "
40039602306,http://allaboardcharter.com/,0,All Aboard Charter School," 5827 North 35th Avenue , Phoenix AZ 85017.0 "
260107108603,http://allegan.innocademy.com/,0,Innocademy Allegan Campus," 2611 56th St , Fennville MI 49408.0 "
390013004180,http://alliancecharter.org/,0,Alliance Academy of Cincinnati," 1712 Duck Creek Rd , Cincinnati OH 45207.0 "
62271013857,http://alliancemit.org/,0,Alliance 6-12 College-Ready Academy 21," 8755 Woodman Ave. , Arleta CA 91331.0 "
250052502708,http://almadelmar.org/,0,Alma del Mar Charter School," 515 Belleville Ave , New Bedford MA 2746.0 "
120039008147,http://alphacharterschool.com/,0,ALPHA CHARTER OF EXCELLENCE," 1223 SW FOURTH ST , MIAMI FL 33135.0 "
61182013926,http://alphapublicschools.org/,0,Alpha Cindy Avitia High," 1601 Cunningham Ave. , San Jose CA 95122.0 "
60348013170,http://altavista.auburn.k12.ca.us/,0,Alta Vista Community Charter," 173 Oak St. , Auburn CA 95603.0 "
62187012847,http://alted.lindsay.k12.ca.us/,0,Loma Vista Charter," 290 N. Harvard , Lindsay CA 93247.0 "
170993005986,http://amandlacharterschool.org/,1,AMANDLA CHARTER SCHOOL,"6800 S Stewart Ave , Chicago IL 60621.0"
170142606424,http://amandlacharterschool.org/,0,Amandla Charter School," 6820 S Washtenaw Ave , Chicago IL 60629.0 "
40075302838,http://ambassadoracademy.us/,0,Ambassador Academy," 3820 E. Ray Rd. , Phoenix AZ 85044.0 "
40013101781,http://amerischools.org/campuses/camelback-campus/about/,0,AmeriSchools Academy - Camelback," 1333 West Camelback Road , Phoenix AZ 85013.0 "
40013102070,http://amerischools.org/campuses/tucson/about/,0,AmeriSchools Academy - Country Club," 1150 North Country Club , Tucson AZ 85716.0 "
40013103274,http://amerischools.org/campuses/yuma-north-campus/about/,0,Amerischools Academy North," 1220 S 4th Avenue , Yuma AZ 85364.0 "
40013101960,http://amerischools.org/campuses/yuma-south-campus/about/,0,AmeriSchools Academy - Yuma," 2098 S. 3rd Ave. , Yuma AZ 85364.0 "
490001700904,http://ames-slc.org/,0,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES)," 5715 S 1300 E , SALT LAKE CITY UT 84121.0 "
120108008351,http://amscharter.org/,0,ACCELERATION MIDDLE CHARTER SCHOOL," 3365 SEMINOLE AVE , FORT MYERS FL 33916.0 "
20018000736,http://anccs.asdk12.org/,0,Alaska Native Cultural Charter School," 550 Bragaw Street , Anchorage AK 99504.0 "
180004201816,http://andrewjbrownacademy.org/,0,Andrew J Brown Academy," 3600 N German Church Rd , Indianapolis IN 46236.0 "
120018007904,http://andrewshighschool.com/,0,ANDREWS HIGH SCHOOL," 3500 N ANDREWS AVENUE EXT , POMPANO BEACH FL 33064.0 "
80002006418,http://animashighschool.com/,0,ANIMAS HIGH SCHOOL," 3206 MAIN AVENUE , DURANGO CO 81320.0 "
260022201181,http://annarborlearningcommunity.org/,0,Ann Arbor Learning Community," 3980 RESEARCH PARK DR , ANN ARBOR MI 48108.0 "
160036000758,http://ansercharterschool.org/,0,ANSER CHARTER SCHOOL," 202 EAST 42ND STREET , GARDEN CITY ID 83714.0 "
490004401145,http://antelopek-6.syracuseartsacademy.org/,0,SYRACUSE ARTS ACADEMY - ANTELOPE," 2893 W 1700 S , SYRACUSE UT 84075.0 "
60285011984,http://antiochcharteracademy.org/schools/aca-ii/,0,Antioch Charter Academy II," 1201 W. Tenth St. , Antioch CA 94509.0 "
60177000042,http://aoaschools.org/,1,The Academy of Alameda," 401 Pacific Ave. , Alameda CA 94501.0 "
60177013871,http://aoaschools.org/,1,The Academy of Alameda Elementary," 401 Pacific Ave. , Alameda CA 94501.0 "
220003501494,http://apcs.us/,0,Avoyelles Public Charter School," 201 Longfellow Rd , Mansura LA 71350.0 "
390030904846,http://apexacademy.org/,0,Apex Academy," 16005 Terrace Rd , Cleveland OH 44112.0 "
480145313374,http://aplusup.org/,1,A+ UNLIMITED POTENTIAL," 2700 SOUTHWEST FWY , HOUSTON TX 77098.0 "
480145313369,http://aplusup.org/,1,A+UP UNIVERSITY," 3005 MCGOWEN ST , HOUSTON TX 77004.0 "
550039002964,http://appletontech.org/,0,Appleton Technical Academy," 610 N Badger Ave , Appleton WI 54914.0 "
40088803412,http://archwayarete.greatheartsacademies.org/,0,Great Hearts Academies - Archway Arete," 4525 E. Baseline Road , Gilbert AZ 85234.0 "
40088603407,http://archwaycicero.org/,0,Great Hearts Academies - Archway Cicero," 3102 N. 56th Street , Phoenix AZ 85018.0 "
40086603356,http://archwayglendale.greatheartsacademies.org/,0,Great Hearts Academies - Archway Glendale," 23276 N. 83rd Ave. , Peoria AZ 85383.0 "
40083203290,http://archwaytrivium.greatheartsacademies.org/,0,Great Hearts Academies - Archway Trivium West," 2001 N. Bullard Ave. , Goodyear AZ 85395.0 "
40083303283,http://archwayveritas.greatheartsacademies.org/,0,Great Hearts Academies - Archway Veritas," 3102 North 56th Street , Phoenix AZ 85018.0 "
60524012774,http://arcs-ca.schoolloop.com/,0,American River Charter," 6620 Wentworth Springs Rd. , Georgetown CA 95634.0 "
40075702820,http://areteprepacademy.greatheartsacademies.org/,0,Great Hearts Academies - Arete Prep," 4525 E. Baseline Road , Gilbert AZ 85234.0 "
370035003296,http://aristotle.teamcfa.org/,0,Aristotle Preparatory Academy," 2461 Arty Avenue , Charlotte NC 28208.0 "
40086201783,http://arizonacollegeprep.com/,0,Arizona College Prep Academy," 3434 E Broadway Blvd , Tucson AZ 85716.0 "
480141612893,http://arrowacademy.org/,,ARROW ACADEMY - ODYSSEY PREPARATORY,"8787 N HOUSTON ROSSLYN RD , HOUSTON TX 77088.0"
470014802317,http://arrowacademyofexcellence.org/,0,Arrow Academy of Excellence," 645 Semmes ST , Memphis TN 38111.0 "
63432011912,http://arroyopaseohigh.org/,0,Arroyo Paseo Charter High," 3773 El Cajon Blvd. , San Diego CA 92105.0 "
270039704766,http://artandscienceacademy.k12.mn.us/,0,ART AND SCIENCE ACADEMY," 903 6TH AVENUE CT NE STE A , ISANTI MN 55040.0 "
370012602611,http://artsbasedschool.com/,0,The Arts Based School," 1380 Martin Luther King Jr Dr , Winston-Salem NC 27101.0 "
50005501508,http://artsk12.org/,0,ARKANSAS ARTS ACADEMY HIGH SCHOOL," 506 POPULAR ST , ROGERS AR 72756.0 "
50005500513,http://artsk12.org/academics/k-8/,0,ARKANSAS ARTS ACADEMY ELEMENTARY/MIDDLE SCHOOL," 2005 S 12TH ST , ROGERS AR 72758.0 "
50039401604,http://arva.k12.com/curriculum/high-school.html,0,ARKANSAS VIRTUAL ACADEMY HIGH SCHOOL," 4702 W COMMERCIAL DR STE B3 , NORTH LITTLE ROCK AR 72116.0 "
50039401461,http://arva.k12.com/curriculum/k-8.html,0,ARKANSAS VIRTUAL ACADEMY," 10802 EXECUTIVE CTR DR STE 205 , LITTLE ROCK AR 72211.0 "
480141212313,http://asad.hfli.org/,0,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN," 318 W HOUSTON , SAN ANTONIO TX 78205.0 "
330004000684,http://asdnh.org/academics/dean_of_students__welcome,0,Academy for Science and Design Charter (H)," 486 Amherst Street , Nashua NH 3063.0 "
330004000678,http://asdnh.org/academics/middle_school_program/,0,Academy for Science and Design Charter (M)," 486 Amherst Street , Nashua NH 3063.0 "
62271013044,http://asehigh.org/,0,Academy of Science and Engineering," 5753 Rodeo Rd. , Los Angeles CA 90016.0 "
550051002928,http://ashlandelementarycharter.com/,0,Ashland Elementary Charter School," 1101 Binsfield Rd , Ashland WI 54806.0 "
80537006530,http://aspenridgeprepschool.org/,0,ASPEN RIDGE PREPARATORY SCHOOL," 705 AUSTIN AVENUE , ERIE CO 80516.0 "
420081306909,http://aspirapa.org/PANTOJA-CHARTER,0,Antonia Pantoja Community Charter School," 4101 North American Street , Philadelphia PA 19140.0 "
120144007942,http://aspirecharteracademy.com/,0,ASPIRE ACADEMY CHARTER," 928 MALONE DR , ORLANDO FL 32810.0 "
180007102443,http://aspirecharteracademy.org/,0,Aspire Charter Academy," 4900 W 15th Ave , Gary IN 46406.0 "
40094703526,http://asuprep.asu.edu/,0,ASU Preparatory Academy - Casa Grande HS," 2612 West Gila Bend Highway , Casa Grande AZ 85193.0 "
490018901503,http://athlosutah.org/,0,ATHLOS ACADEMY OF UTAH," 12309 South Mustang Trail Way , HERRIMAN UT 84096.0 "
130022104021,http://atlantaheightscharterschool.org/,0,Atlanta Heights Charter School," 3670 Martin Luther King Jr Dr , Atlanta GA 30331.0 "
120018008151,http://atlanticmontessoricharter.com/,1,ATLANTIC MONTESSORI CHARTER SCHOOL," 9893 PINES BLVD , PEMBROKE PINES FL 33024.0 "
120018008462,http://atlanticmontessoricharter.com/,1,ATLANTIC MONTESSORI CHARTER SCHOOL WEST CAMPUS," 2550 S FLAMINGO RD , DAVIE FL 33325.0 "
130012002615,http://atlncs.org/,1,Atlanta Neighborhood Charter - Elementary," 688 Grant St SE , Atlanta GA 30315.0 "
130012003541,http://atlncs.org/,1,Atlanta Neighborhood Charter - Middle," 820 Essie Ave SE , Atlanta GA 30316.0 "
450387001006,http://attentionhome.org/,0,The Palmetto School at the Children?s Attention Home," 660 North Anderson Street , Rock Hill SC 29730.0 "
350012900928,http://atths.org/,0,ACADEMY OF TRADES AND TECH," 2551 KARSTEN CT SE , ALBUQUERQUE NM 87106.0 "
60144114028,http://audeo2.com/,0,Audeo Charter II," 10170 Huennekens St. , San Diego CA 92121.0 "
80336001894,http://auldenver.org/,0,ACADEMY OF URBAN LEARNING," 2417 W. 29th Ave , DENVER CO 80211.0 "
20039000274,http://auroraborealis.blogs.kpbsd.k12.ak.us/,0,Aurora Borealis Charter School," 705 Frontage Rd Suite A , Kenai AK 99611.0 "
470014802290,http://auroracollegiate.org/,0,Aurora Collegiate Academy," 894 Isabella , Memphis TN 38122.0 "
390147205727,http://ausohio.com/,1,Academy for Urban Scholars Youngstown," 1350 5th Ave Ste 100 106 , Youngstown OH 44504.0 "
390143305688,http://ausohio.com/,1,The Academy for Urban Scholars," 1808 E Broad St , Columbus OH 43203.0 "
480026511056,http://austindiscoveryschool.org/,0,AUSTIN DISCOVERY SCH," 9303 FM 969 , AUSTIN TX 78724.0 "
40023503157,http://avaloncharterschool.com/,1,Avalon Elementary," 1045 South San Marcos , Apache Junction AZ 85120.0 "
62958012022,http://avlearning.org/,0,Antelope Valley Learning Academy," 37212 47th St. E. , Palmdale CA 93550.0 "
40084703301,http://avondale.legacytraditional.org/,0,Legacy Traditional School - Avondale," 12320 W Van Buren St , Avondale AZ 85323.0 "
180005702314,http://avondalemeadowsacademy.com/,0,Avondale Meadows Academy," 3980 Meadows Dr , Indianapolis IN 46205.0 "
69103112462,http://avpa.sjcoe.org/home.aspx,0,one.Charter," 2707 Transworld Dr. , Stockton CA 95206.0 "
80522000860,http://avsouth.org/,1,ALTA VISTA CHARTER SCHOOL," 8785 CR LL , LAMAR CO 81052.0 "
290002903166,http://avsouth.org/,1,ALTA VISTA MIDDLE SCHOOL," 2640 Belleview Street , KANSAS CITY MO 64108.0 "
290002903216,http://avsouth.org/k-8-program/,0,ALTA VISTA ELEMENTARY SCHOOL," 5123 E Truman Road , KANSAS CITY MO 64127.0 "
40043203324,http://az.insightschools.net/,0,Arizona Insight Academy," 99 E. Virginia Ave , Phoenix AZ 85004.0 "
40095003508,http://az.pathwaysineducation.org/,0,Pathways in Education," 2226 N. 7th St. , Phoenix AZ 85006.0 "
40031103189,http://az.taylion.com/,0,E-Institute at Taylion," 4744 W. Grovers , Glendale AZ 85308.0 "
40009401109,http://aztechs.org/,0,AZTEC High School," 2330 W. 28th Street , Yuma AZ 85364.0 "
40043202200,http://azva.k12.com/,0,Arizona Virtual Academy," 99 E. Virginia Ave. , Phoenix AZ 85004.0 "
120159001779,http://babsonparkelementary.com/,0,DALE R FAIR BABSON PARK ELEMENTARY," 815 SCENIC HWY N , BABSON PARK FL 33827.0 "
260006700463,http://bachs.us/,0,Bay-Arenac Community High School," 805 Langstaff St , Essexville MI 48732.0 "
120018008355,http://bahollywoodhills.bridgeprepacademy.com/,0,BRIDGEPREP ACADEMY OF HOLLYWOOD HILLS," 1400 N 46 AVE , HOLLYWOOD FL 33021.0 "
410171001767,http://bakercharters.org/,0,Baker Web Academy," 2090 Fourth St , Baker City OR 97814.0 "
63417013983,http://ballingtonacademy.org/,0,Ballington Acad for the Arts and Scis - San Bernardino," 799 E. Rialto Ave. , San Bernardino CA 92408.0 "
40083103196,http://basisflagstaff.org/,0,BASIS Flagstaff," 1700 N. Gemini Drive , Flagstaff AZ 86001.0 "
40089803393,http://basismesa.org/,0,BASIS Mesa," 5010 S. Eastmark Parkway , Mesa AZ 85212.0 "
40082903278,http://basispeoria.org/,0,BASIS Peoria," 25950 North Lake Pleasant Park , Peoria AZ 85383.0 "
40088103394,http://basisphoenixcentral.org/,0,BASIS Phoenix Central Primary," 201 E. Indianola Ave. , Phoenix AZ 85012.0 "
480143813202,http://basissanantonionorth.org/,0,BASIS SAN ANTONIO NORTH CENTRAL," 318 E RAMSEY RD , SAN ANTONIO TX 78216.0 "
40060803115,http://basisscottsdaleprimary.org/,0,BASIS Scottsdale," 10400 N. 128th St , Scottsdale AZ 85259.0 "
40087803350,http://basistucsonnorth.org/,0,BASIS Tucson North," 5740 E. River Rd. , Tucson AZ 85750.0 "
120033008522,http://basouth.bridgeprepacademy.com/,0,BRIDGEPREP ACADEMY COLLIER," 7990 SW 117 AVE , MIAMI FL 33183.0 "
120039007932,http://basouth.bridgeprepacademy.com/,0,BRIDGEPREP ACADEMY SOUTH," 10700 SW 56TH ST , MIAMI FL 33165.0 "
260105508473,http://battlecreekmontessoriacademy.com/,0,Battle Creek Montessori Academy," 399 20th St N , Springfield MI 49037.0 "
120009008471,http://baycentralhs.org/,0,CENTRAL HIGH SCHOOL," 1826 LISENBY AVE , PANAMA CITY FL 32405.0 "
62580003589,http://bayside.mvusd.net/,0,Moreno Valley Community Learning Center," 24511 Cactus Ave. , Moreno Valley CA 92553.0 "
120150008241,http://bb.franklin-academy.org/,0,FRANKLIN ACADEMY CHARTER SCHOOL B," 7882 S. MILITARY TRAIL , LAKE WORTH FL 33463.0 "
550117002800,http://bbhcs.birchwood.k12.wi.us/,0,Birchwood Blue Hills Charter School," 201 E Birch St , Birchwood WI 54817.0 "
62271010852,http://bccs.ypics.org/,0,Bert Corona Charter," 9400 Remick Ave. , Pacoima CA 91331.0 "
62271013897,http://bccs.ypics.org/,0,Bert Corona Charter High," 12513 Gain St. , Pacoima CA 91331.0 "
370011002541,http://bcmschool.com/,0,Bethany Community Middle," 181 Bethany Road , Reidsville NC 27320.0 "
481179011507,http://bcollegiate.bryanisd.org/,0,BRYAN COLLEGIATE H S," 1901 VILLA MARIA , BRYAN TX 77802.0 "
390158605871,http://beaconacademyedu.org/,0,Beacon Academy," 1379 Garfield Ave SW , Canton OH 44706.0 "
62667013824,http://beaconclassical.com/,0,Beacon Classical Academy National City," 2400 Euclid Ave. , National City CA 91950.0 "
120039008423,http://beaconpride.org/,0,BEACON COLLEGE PREPARATORY," 13400 NW 28TH AVE , OPA LOCKA FL 33054.0 "
550960002498,http://beammilwaukee.org/,0,Business and Economics Academy of Milwaukee," 3620 N 18th St , Milwaukee WI 53206.0 "
170531006024,http://beardstowncharterschool.weebly.com/,0,Beardstown Charter Sch Learn Acad,"515 Canal St, Beardstown, IL 62618"
490014601375,http://bearrivercharter.org/,0,BEAR RIVER CHARTER SCHOOL," 75 S 400 W , LOGAN UT 84321.0 "
120108008229,http://beasleytec.org/,0,DONNA J. BEASLEY TECHNICAL ACADEMY," 13830 JETPORT COMMERCE PARKWAY , FORT MYERS FL 33913.0 "
62271002842,http://beckford-lausd-ca.schoolloop.com/,0,Beckford Charter for Enriched Studies," 19130 Tulsa St. , Northridge CA 91326.0 "
360096506044,http://bedstuycollegiate.uncommonschools.org/,0,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL," 800 GATES AVE-4TH FL , BROOKLYN NY 11221.0 "
50288001456,http://beebebadgers.org/,0,BADGER ACADEMY," 1201 W CENTER ST , BEEBE AR 72012.0 "
220111002359,http://beekman.morehouse.schooldesk.net/,0,Beekman Charter School," 15190 AM Baker Road , Bastrop LA 71220.0 "
480019513536,http://beethoven-elementary.vanguardacademy.education/,0,VANGUARD BEETHOVEN," 2215 S VETERANS BLVD , EDINBURG TX 78539.0 "
40034403467,http://bellavistacollegeprep.com/,0,Bella Vista Academy," 33401 N. 56th Street , Scottsdale AZ 85266.0 "
340075903196,http://belovedccs.org/,0,BelovED Community Charter School," 508 Grand Street , Jersey City NJ 7302.0 "
390045705016,http://bennettventure.org/,0,Bennett Venture Academy," 5130 Bennett Road , Toledo OH 43612.0 "
40021202444,http://bensonspvhs.sharpschool.net/,0,San Pedro Valley High School," 197 E. 7th Street , Benson AZ 85602.0 "
250055802844,http://bentleyacademy.org/,0,Bentley Academy Charter School," 25 Memorial Drive , Salem MA 1970.0 "
260019101099,http://bentonharborcharter.com/,0,Benton Harbor Charter School Academy," 455 RIVERVIEW DR , BENTON HARBOR MI 49022.0 "
40063203105,http://berean-academy.com/,0,The Berean Schools," 1169 N. Colombo Drive , Sierra Vista AZ 85365.0 "
340071502923,http://bergencharter.org/,0,Bergen Arts and Sciences Charter School," 200 MACARTHUR AVENUE , GARFIELD NJ 7026.0 "
390155005772,http://berwyneastacademy.org/,0,Berwyn East Academy," 1850 Bostwick Rd , Columbus OH 43227.0 "
411145000829,http://bethanycharter.silverfallsschools.org/,0,Bethany Charter School," 11824 Hazelgreen Rd NE , Silverton OR 97381.0 "
270042204956,http://bigpicturetwincities.org/,0,Big Picture Twin Cities," 7729 UNITY AVE. N , BROOKLYN PARK MN 55443.0 "
120048008264,http://biscaynehs.com/,0,BISCAYNE HIGH SCHOOL," 1680 DUNN AVE STE 8 , JACKSONVILLE FL 32218.0 "
480012511235,http://bissonnet.swschools.org/,0,SOUTHWEST SCHOOLS BISSONNET EL CAMPUS," 8440 BISSONNET ST , HOUSTON TX 77074.0 "
480142412755,http://bjipreschool.org/,0,GLOBAL LEARNING VILLAGE," 3015 N MACGREGOR WAY , HOUSTON TX 77004.0 "
260027208652,http://bkbacademy.org/,1,Blanche Kelso Bruce Academy - Bowman Site," 17200 Rowe , Detroit MI 48205.0 "
260027201940,http://bkbacademy.org/,1,Blanche Kelso Bruce Academy - DePaul," 609 EAST GRAND BLVD , DETROIT MI 48207.0 "
260027207483,http://bkbacademy.org/,1,Blanche Kelso Bruce Academy - St. Antoine," 1326 SAINT ANTOINE ST , DETROIT MI 48226.0 "
